sep=,
23047705,-59.53050994873046875,
23147695,-59.8731536865234375,
23247685,-60.3951568603515625,
23347675,-61.52498626708984375,
23447665,-63.14032745361328125,
23547655,-63.07281494140625,
23647645,-64.74497222900390625,
23747635,-66.2537994384765625,
23847625,-66.38885498046875,
23947615,-65.6993865966796875,
24047605,-64.24298858642578125,
24147595,-68.10172271728515625,
24247585,-66.7382354736328125,
24347575,-66.9066009521484375,
24447565,-68.15901947021484375,
24547555,-67.2935791015625,
24647545,-68.5277862548828125,
24747535,-68.6077423095703125,
24847525,-67.34619903564453125,
24947515,-68.0353240966796875,
25047505,-65.84300994873046875,
25147495,-66.77155303955078125,
25247485,-67.78217315673828125,
25347475,-66.5096588134765625,
25447465,-65.02259063720703125,
25547455,-65.66254425048828125,
25647445,-65.91043853759765625,
25747435,-64.72551727294921875,
25847425,-65.63239288330078125,
25947415,-66.0234832763671875,
26047405,-63.7054290771484375,
26147395,-62.2292327880859375,
26247385,-61.217559814453125,
26347375,-59.09098052978515625,
26447365,-59.83922576904296875,
26547355,-60.52728271484375,
26647345,-59.90120697021484375,
26747335,-60.75641632080078125,
26847325,-60.5083465576171875,
26947315,-59.9253387451171875,
27047305,-60.112091064453125,
27147295,-62.25345611572265625,
27247285,-61.932891845703125,
27347275,-61.4934844970703125,
27447265,-62.419769287109375,
27547255,-62.55197906494140625,
27647245,-61.69034576416015625,
27747235,-61.7658233642578125,
27847225,-62.22896575927734375,
27947215,-61.696380615234375,
28047205,-61.52663421630859375,
28147195,-60.76944732666015625,
28247185,-61.740814208984375,
28347175,-61.2488861083984375,
28447165,-61.57923126220703125,
28547155,-60.01018524169921875,
28647145,-60.32717132568359375,
28747135,-59.5601806640625,
28847125,-59.79927825927734375,
28947115,-58.2418670654296875,
29047105,-58.1071014404296875,
29147095,-58.59307861328125,
29247085,-57.52642822265625,
29347075,-57.3836669921875,
29447065,-59.733154296875,
29547055,-60.05791473388671875,
29647045,-58.8368988037109375,
29747035,-58.9349822998046875,
29847025,-60.1157073974609375,
29947015,-59.94443511962890625,
30047005,-54.75330352783203125,
30146995,-59.59029388427734375,
30246985,-59.81484222412109375,
30346975,-58.035675048828125,
30446965,-58.1419525146484375,
30546955,-59.0277557373046875,
30646945,-57.82231903076171875,
30746935,-56.36833953857421875,
30846925,-56.78244781494140625,
30946915,-57.21265411376953125,
31046905,-55.88767242431640625,
31146895,-56.065093994140625,
31246885,-54.49469757080078125,
31346875,-56.61881256103515625,
31446865,-55.3332061767578125,
31546855,-55.9839630126953125,
31646845,-56.30168914794921875,
31746835,-55.49855804443359375,
31846825,-55.2037506103515625,
31946815,-55.0305938720703125,
32046805,-56.75511932373046875,
32146795,-55.2867584228515625,
32246785,-56.146728515625,
32346775,-56.14499664306640625,
32446765,-56.49163055419921875,
32546755,-56.99344635009765625,
32646745,-56.98865509033203125,
32746735,-57.9551544189453125,
32846725,-57.72542572021484375,
32946715,-57.3986358642578125,
33046705,-58.6764373779296875,
33146695,-58.87473297119140625,
33246685,-58.1484222412109375,
33346675,-60.3141326904296875,
33446665,-59.35202789306640625,
33546655,-57.671783447265625,
33646645,-61.19927215576171875,
33746635,-60.890106201171875,
33846625,-60.1186676025390625,
33946615,-60.5200958251953125,
34046605,-61.89107513427734375,
34146595,-60.9346466064453125,
34246585,-60.9511566162109375,
34346575,-61.1793365478515625,
34446565,-62.5037841796875,
34546555,-61.2433929443359375,
34646545,-60.91858673095703125,
34746535,-60.7854461669921875,
34846525,-60.394378662109375,
34946515,-61.52819061279296875,
35046505,-59.65947723388671875,
35146495,-61.0215301513671875,
35246485,-61.830352783203125,
35346475,-59.92125701904296875,
35446465,-60.0239105224609375,
35546455,-62.47669219970703125,
35646445,-61.16892242431640625,
35746435,-61.9271240234375,
35846425,-64.25646209716796875,
35946415,-63.2928924560546875,
36046405,-60.0009307861328125,
36146395,-64.91082000732421875,
36246385,-64.8626556396484375,
36346375,-66.1461334228515625,
36446365,-65.02040863037109375,
36546355,-65.08214569091796875,
36646345,-65.5255584716796875,
36746335,-64.95243072509765625,
36846325,-64.59781646728515625,
36946315,-65.967071533203125,
37046305,-66.2622833251953125,
37146295,-64.783233642578125,
37246285,-65.8457794189453125,
37346275,-66.41112518310546875,
37446265,-66.13059234619140625,
37546255,-66.6288909912109375,
37646245,-65.6693115234375,
37746235,-67.50635528564453125,
37846225,-67.32582855224609375,
37946215,-66.868621826171875,
38046205,-69.6716461181640625,
38146195,-67.3477020263671875,
38246185,-67.61377716064453125,
38346175,-68.2278289794921875,
38446165,-68.2003173828125,
38546155,-67.67137908935546875,
38646145,-69.67974853515625,
38746135,-68.3945159912109375,
38846125,-69.004150390625,
38946115,-68.38980865478515625,
39046105,-67.64986419677734375,
39146095,-71.33300018310546875,
39246085,-68.54186248779296875,
39346075,-68.25372314453125,
39446065,-70.13947296142578125,
39546055,-67.87996673583984375,
39646045,-68.92577362060546875,
39746035,-69.63733673095703125,
39846025,-67.49383544921875,
39946015,-69.4077606201171875,
40046005,-52.264739990234375,
40145995,-70.07275390625,
40245985,-69.45897674560546875,
40345975,-67.85092926025390625,
40445965,-67.607666015625,
40545955,-68.34008026123046875,
40645945,-67.60376739501953125,
40745935,-66.9107513427734375,
40845925,-68.03763580322265625,
40945915,-66.65221405029296875,
41045905,-65.797760009765625,
41145895,-66.91452789306640625,
41245885,-66.60266876220703125,
41345875,-65.9144287109375,
41445865,-65.65331268310546875,
41545855,-65.09830474853515625,
41645845,-65.40613555908203125,
41745835,-63.69547271728515625,
41845825,-62.65322113037109375,
41945815,-63.54009246826171875,
42045805,-61.35842132568359375,
42145795,-60.357025146484375,
42245785,-61.56656646728515625,
42345775,-60.4495697021484375,
42445765,-60.9631805419921875,
42545755,-59.90785980224609375,
42645745,-60.29724884033203125,
42745735,-60.42189788818359375,
42845725,-60.24239349365234375,
42945715,-59.56262969970703125,
43045705,-61.88836669921875,
43145695,-60.22783660888671875,
43245685,-60.16428375244140625,
43345675,-62.058624267578125,
43445665,-62.21213531494140625,
43545655,-59.58977508544921875,
43645645,-62.9043731689453125,
43745635,-62.865570068359375,
43845625,-62.63238525390625,
43945615,-61.38665008544921875,
44045605,-62.24676513671875,
44145595,-62.324981689453125,
44245585,-60.6093902587890625,
44345575,-62.14043426513671875,
44445565,-62.434356689453125,
44545555,-60.14652252197265625,
44645545,-60.95316314697265625,
44745535,-62.619293212890625,
44845525,-61.37343597412109375,
44945515,-62.09711456298828125,
45045505,-60.2087860107421875,
45145495,-60.62863922119140625,
45245485,-61.78015899658203125,
45345475,-61.1646728515625,
45445465,-61.300079345703125,
45545455,-61.80511474609375,
45645445,-61.94704437255859375,
45745435,-59.70670318603515625,
45845425,-61.84023284912109375,
45945415,-63.41607666015625,
46045405,-60.60936737060546875,
46145395,-62.57232666015625,
46245385,-62.98664093017578125,
46345375,-63.58570098876953125,
46445365,-61.4852752685546875,
46545355,-63.42145538330078125,
46645345,-65.02957916259765625,
46745335,-62.0120086669921875,
46845325,-64.6167755126953125,
46945315,-64.50682830810546875,
47045305,-64.57523345947265625,
47145295,-64.19324493408203125,
47245285,-64.90439605712890625,
47345275,-63.90743255615234375,
47445265,-65.78692626953125,
47545255,-65.28022003173828125,
47645245,-65.6253662109375,
47745235,-66.37566375732421875,
47845225,-65.41893768310546875,
47945215,-65.403594970703125,
48045205,-64.577880859375,
48145195,-67.81549835205078125,
48245185,-68.00299835205078125,
48345175,-68.45416259765625,
48445165,-69.68711090087890625,
48545155,-68.8631439208984375,
48645145,-70.428955078125,
48745135,-70.0795135498046875,
48845125,-69.64118194580078125,
48945115,-70.33234405517578125,
49045105,-69.71039581298828125,
49145095,-70.3219146728515625,
49245085,-70.02445220947265625,
49345075,-69.65497589111328125,
49445065,-70.3294219970703125,
49545055,-69.72570037841796875,
49645045,-70.4425048828125,
49745035,-70.35872650146484375,
49845025,-70.566436767578125,
49945015,-71.317169189453125,
50045005,-59.5906524658203125,
50144995,-70.22112274169921875,
50244985,-70.49212646484375,
50344975,-69.625762939453125,
50444965,-70.22064971923828125,
50544955,-71.39447021484375,
50644945,-70.988739013671875,
50744935,-70.62326812744140625,
50844925,-71.7188568115234375,
50944915,-71.87857818603515625,
51044905,-71.79927825927734375,
51144895,-72.25995635986328125,
51244885,-72.607177734375,
51344875,-73.7366485595703125,
51444865,-73.4288787841796875,
51544855,-74.0826873779296875,
51644845,-73.79178619384765625,
51744835,-72.84111785888671875,
51844825,-72.65020751953125,
51944815,-75.20977020263671875,
52044805,-72.1150665283203125,
52144795,-72.5254669189453125,
52244785,-74.514617919921875,
52344775,-73.0436248779296875,
52444765,-73.083831787109375,
52544755,-71.1689453125,
52644745,-69.96457672119140625,
52744735,-70.355865478515625,
52844725,-68.815826416015625,
52944715,-68.12298583984375,
53044705,-68.82160186767578125,
53144695,-67.48738861083984375,
53244685,-65.2814788818359375,
53344675,-68.54128265380859375,
53444665,-67.36615753173828125,
53544655,-63.61402130126953125,
53644645,-67.61638641357421875,
53744635,-66.3102874755859375,
53844625,-67.22212982177734375,
53944615,-64.1636199951171875,
54044605,-66.2312164306640625,
54144595,-66.24909210205078125,
54244585,-64.204254150390625,
54344575,-65.4586334228515625,
54444565,-66.21460723876953125,
54544555,-64.6374664306640625,
54644545,-65.2709503173828125,
54744535,-66.581817626953125,
54844525,-64.6973419189453125,
54944515,-65.81662750244140625,
55044505,-61.09073638916015625,
55144495,-66.26001739501953125,
55244485,-66.73700714111328125,
55344475,-65.2158203125,
55444465,-64.3442230224609375,
55544455,-66.529876708984375,
55644445,-65.94123077392578125,
55744435,-63.5316009521484375,
55844425,-66.96210479736328125,
55944415,-66.8470611572265625,
56044405,-66.43115234375,
56144395,-68.280731201171875,
56244385,-68.83449554443359375,
56344375,-69.25373077392578125,
56444365,-67.22660064697265625,
56544355,-69.319183349609375,
56644345,-70.44583892822265625,
56744335,-68.16275787353515625,
56844325,-68.46810150146484375,
56944315,-70.37212371826171875,
57044305,-69.53708648681640625,
57144295,-70.08408355712890625,
57244285,-71.6712646484375,
57344275,-72.01827239990234375,
57444265,-73.194122314453125,
57544255,-71.27394866943359375,
57644245,-71.61789703369140625,
57744235,-74.392364501953125,
57844225,-72.4523773193359375,
57944215,-70.63224029541015625,
58044205,-74.62294769287109375,
58144195,-73.02439117431640625,
58244185,-71.37250518798828125,
58344175,-74.023651123046875,
58444165,-72.521820068359375,
58544155,-74.737701416015625,
58644145,-76.30379486083984375,
58744135,-74.37851715087890625,
58844125,-77.3632659912109375,
58944115,-70.2361297607421875,
59044105,-75.8681182861328125,
59144095,-77.82413482666015625,
59244085,-75.62075042724609375,
59344075,-74.39940643310546875,
59444065,-78.1884307861328125,
59544055,-74.544769287109375,
59644045,-74.17981719970703125,
59744035,-76.441986083984375,
59844025,-74.36725616455078125,
59944015,-74.8770294189453125,
60044005,-59.034759521484375,
60143995,-73.63043212890625,
60243985,-74.37162017822265625,
60343975,-69.9415435791015625,
60443965,-71.70714569091796875,
60543955,-74.11191558837890625,
60643945,-70.2678985595703125,
60743935,-72.14673614501953125,
60843925,-75.24092864990234375,
60943915,-70.60254669189453125,
61043905,-70.659393310546875,
61143895,-73.2572784423828125,
61243885,-72.23590087890625,
61343875,-72.46240997314453125,
61443865,-69.2407073974609375,
61543855,-67.8440399169921875,
61643845,-69.98677825927734375,
61743835,-67.71033477783203125,
61843825,-66.3177337646484375,
61943815,-69.8626556396484375,
62043805,-68.0472564697265625,
62143795,-65.86022186279296875,
62243785,-68.60746002197265625,
62343775,-66.67147064208984375,
62443765,-68.07028961181640625,
62543755,-66.22568511962890625,
62643745,-64.06502532958984375,
62743735,-66.53092193603515625,
62843725,-65.5993499755859375,
62943715,-65.5088348388671875,
63043705,-65.78540802001953125,
63143695,-63.9272003173828125,
63243685,-61.76639556884765625,
63343675,-65.626800537109375,
63443665,-64.114288330078125,
63543655,-60.638885498046875,
63643645,-65.18881988525390625,
63743635,-64.51308441162109375,
63843625,-65.11710357666015625,
63943615,-61.6404876708984375,
64043605,-62.7313079833984375,
64143595,-63.38927459716796875,
64243585,-60.2440032958984375,
64343575,-60.73630523681640625,
64443565,-61.652801513671875,
64543555,-61.5608978271484375,
64643545,-60.2694854736328125,
64743535,-61.52695465087890625,
64843525,-59.31360626220703125,
64943515,-60.825592041015625,
65043505,-56.63747406005859375,
65143495,-60.16143035888671875,
65243485,-61.20212554931640625,
65343475,-59.3312835693359375,
65443465,-57.49379730224609375,
65543455,-61.7202301025390625,
65643445,-60.15691375732421875,
65743435,-58.42136383056640625,
65843425,-61.7882080078125,
65943415,-60.086578369140625,
66043405,-62.44985198974609375,
66143395,-61.9201507568359375,
66243385,-61.57782745361328125,
66343375,-62.54290771484375,
66443365,-59.74010467529296875,
66543355,-59.21895599365234375,
66643345,-61.46219635009765625,
66743335,-57.96743011474609375,
66843325,-57.91796112060546875,
66943315,-60.6420135498046875,
67043305,-59.73026275634765625,
67143295,-58.19962310791015625,
67243285,-61.47158050537109375,
67343275,-60.0308990478515625,
67443265,-62.7740478515625,
67543255,-60.89803314208984375,
67643245,-59.38820648193359375,
67743235,-63.8221435546875,
67843225,-62.32181549072265625,
67943215,-60.472991943359375,
68043205,-64.11267852783203125,
68143195,-62.077423095703125,
68243185,-61.67357635498046875,
68343175,-65.2293701171875,
68443165,-62.49195098876953125,
68543155,-64.7258758544921875,
68643145,-65.2685394287109375,
68743135,-65.4397735595703125,
68843125,-67.61992645263671875,
68943115,-63.7464141845703125,
69043105,-65.5956573486328125,
69143095,-67.6753082275390625,
69243085,-67.42783355712890625,
69343075,-65.05030059814453125,
69443065,-68.66387939453125,
69543055,-67.6836090087890625,
69643045,-66.38343048095703125,
69743035,-69.3419647216796875,
69843025,-68.05254364013671875,
69943015,-67.809326171875,
70043005,-57.33176422119140625,
70142995,-66.25820159912109375,
70242985,-67.707061767578125,
70342975,-64.847503662109375,
70442965,-67.96668243408203125,
70542955,-67.73595428466796875,
70642945,-64.57427215576171875,
70742935,-66.8004150390625,
70842925,-67.80309295654296875,
70942915,-65.3956451416015625,
71042905,-66.85266876220703125,
71142895,-66.0809478759765625,
71242885,-66.6497955322265625,
71342875,-67.45944976806640625,
71442865,-66.27515411376953125,
71542855,-65.90798187255859375,
71642845,-67.41518402099609375,
71742835,-66.77854156494140625,
71842825,-66.1956634521484375,
71942815,-68.2989044189453125,
72042805,-65.79683685302734375,
72142795,-67.1541900634765625,
72242785,-68.413116455078125,
72342775,-68.88343048095703125,
72442765,-69.6779937744140625,
72542755,-68.9575042724609375,
72642745,-69.1476593017578125,
72742735,-69.16271209716796875,
72842725,-68.489105224609375,
72942715,-68.97339630126953125,
73042705,-69.5047760009765625,
73142695,-68.56250762939453125,
73242685,-68.30181884765625,
73342675,-70.56322479248046875,
73442665,-69.59038543701171875,
73542655,-72.14896392822265625,
73642645,-68.1758270263671875,
73742635,-69.95537567138671875,
73842625,-71.22675323486328125,
73942615,-68.97524261474609375,
74042605,-68.77496337890625,
74142595,-71.45247650146484375,
74242585,-69.15450286865234375,
74342575,-69.1100006103515625,
74442565,-70.9317779541015625,
74542555,-69.4643096923828125,
74642545,-70.6941375732421875,
74742535,-71.6148681640625,
74842525,-70.0504150390625,
74942515,-71.7623443603515625,
75042505,-62.6757659912109375,
75142495,-70.13648223876953125,
75242485,-73.09771728515625,
75342475,-71.60170745849609375,
75442465,-70.8638458251953125,
75542455,-71.8537445068359375,
75642445,-71.17481231689453125,
75742435,-71.77178955078125,
75842425,-72.4625701904296875,
75942415,-71.349945068359375,
76042405,-71.52800750732421875,
76142395,-70.23146820068359375,
76242385,-68.1427764892578125,
76342375,-72.06999969482421875,
76442365,-71.45149993896484375,
76542355,-71.88104248046875,
76642345,-72.04611968994140625,
76742335,-70.673309326171875,
76842325,-71.85153961181640625,
76942315,-72.870269775390625,
77042305,-72.9284210205078125,
77142295,-71.64934539794921875,
77242285,-72.3384552001953125,
77342275,-71.58831024169921875,
77442265,-72.90842437744140625,
77542255,-72.60724639892578125,
77642245,-72.47528839111328125,
77742235,-72.86551666259765625,
77842225,-72.00501251220703125,
77942215,-71.89980316162109375,
78042205,-73.5867767333984375,
78142195,-71.83852386474609375,
78242185,-72.01976776123046875,
78342175,-73.19586181640625,
78442165,-72.27443695068359375,
78542155,-73.43314361572265625,
78642145,-72.427215576171875,
78742135,-73.4288482666015625,
78842125,-73.9281463623046875,
78942115,-73.38503265380859375,
79042105,-72.3430328369140625,
79142095,-73.02295684814453125,
79242085,-72.9327392578125,
79342075,-71.56209564208984375,
79442065,-74.24109649658203125,
79542055,-73.8533935546875,
79642045,-71.56873321533203125,
79742035,-74.08803558349609375,
79842025,-72.18456268310546875,
79942015,-74.15644073486328125,
80042005,-62.832733154296875,
80141995,-73.63248443603515625,
80241985,-73.7572784423828125,
80341975,-72.692138671875,
80441965,-73.86336517333984375,
80541955,-72.6349639892578125,
80641945,-72.38422393798828125,
80741935,-73.33734893798828125,
80841925,-72.993988037109375,
80941915,-71.519378662109375,
81041905,-70.9942169189453125,
81141895,-72.0439300537109375,
81241885,-71.4067230224609375,
81341875,-72.69338226318359375,
81441865,-72.2344818115234375,
81541855,-71.3154296875,
81641845,-73.14600372314453125,
81741835,-71.99208831787109375,
81841825,-70.216522216796875,
81941815,-73.0517578125,
82041805,-70.8840789794921875,
82141795,-70.1056671142578125,
82241785,-72.36405181884765625,
82341775,-71.81647491455078125,
82441765,-71.20845794677734375,
82541755,-71.63788604736328125,
82641745,-70.47490692138671875,
82741735,-70.89107513427734375,
82841725,-70.4798431396484375,
82941715,-69.83145904541015625,
83041705,-70.8003082275390625,
83141695,-69.681640625,
83241685,-69.21924591064453125,
83341675,-68.92315673828125,
83441665,-67.1985015869140625,
83541655,-60.39144134521484375,
83641645,-62.50724029541015625,
83741635,-68.082855224609375,
83841625,-69.00933074951171875,
83941615,-68.4734954833984375,
84041605,-67.97435760498046875,
84141595,-68.35277557373046875,
84241585,-68.5509185791015625,
84341575,-68.03292083740234375,
84441565,-67.95098114013671875,
84541555,-66.89276885986328125,
84641545,-66.25048065185546875,
84741535,-67.112762451171875,
84841525,-65.59824371337890625,
84941515,-67.985076904296875,
85041505,-64.76349639892578125,
85141495,-66.315521240234375,
85241485,-67.28388214111328125,
85341475,-66.60956573486328125,
85441465,-65.29456329345703125,
85541455,-65.858367919921875,
85641445,-66.34712982177734375,
85741435,-67.16207122802734375,
85841425,-67.50545501708984375,
85941415,-66.11470794677734375,
86041405,-66.82851409912109375,
86141395,-66.30890655517578125,
86241385,-66.853485107421875,
86341375,-66.3402252197265625,
86441365,-64.80089569091796875,
86541355,-65.7807769775390625,
86641345,-66.23891448974609375,
86741335,-65.071746826171875,
86841325,-66.011474609375,
86941315,-66.53513336181640625,
87041305,-66.5505523681640625,
87141295,-65.42832183837890625,
87241285,-66.714324951171875,
87341275,-65.0159454345703125,
87441265,-66.3615875244140625,
87541255,-66.69646453857421875,
87641245,-66.37784576416015625,
87741235,-66.9857025146484375,
87841225,-67.13591766357421875,
87941215,-66.8293914794921875,
88041205,-68.00785064697265625,
88141195,-66.497802734375,
88241185,-66.24051666259765625,
88341175,-68.8709259033203125,
88441165,-67.67313385009765625,
88541155,-69.93335723876953125,
88641145,-68.8067626953125,
88741135,-69.57787322998046875,
88841125,-71.2744598388671875,
88941115,-69.80138397216796875,
89041105,-69.87648773193359375,
89141095,-70.95644378662109375,
89241085,-71.5850830078125,
89341075,-69.16049957275390625,
89441065,-73.01416015625,
89541055,-71.2893524169921875,
89641045,-70.08942413330078125,
89741035,-72.6265106201171875,
89841025,-71.09515380859375,
89941015,-72.8441925048828125,
90041005,-59.15711212158203125,
90140995,-72.104400634765625,
90240985,-73.34291839599609375,
90340975,-71.13816070556640625,
90440965,-73.23195648193359375,
90540955,-74.27883148193359375,
90640945,-70.895751953125,
90740935,-70.88309478759765625,
90840925,-73.3780364990234375,
90940915,-70.2721710205078125,
91040905,-72.684417724609375,
91140895,-69.96593475341796875,
91240885,-71.76320648193359375,
91340875,-72.19689178466796875,
91440865,-71.2974853515625,
91540855,-71.48308563232421875,
91640845,-71.9728851318359375,
91740835,-70.34511566162109375,
91840825,-70.62914276123046875,
91940815,-71.96810150146484375,
92040805,-71.78450775146484375,
92140795,-70.8758392333984375,
92240785,-72.97188568115234375,
92340775,-71.541015625,
92440765,-72.23535919189453125,
92540755,-72.13085174560546875,
92640745,-69.68950653076171875,
92740735,-69.32181549072265625,
92840725,-71.92845916748046875,
92940715,-73.78925323486328125,
93040705,-74.00528717041015625,
93140695,-73.60257720947265625,
93240685,-73.80075836181640625,
93340675,-74.17064666748046875,
93440665,-73.55303955078125,
93540655,-75.33678436279296875,
93640645,-74.0045013427734375,
93740635,-74.90032958984375,
93840625,-73.69012451171875,
93940615,-68.88294219970703125,
94040605,-74.71370697021484375,
94140595,-76.29186248779296875,
94240585,-74.965301513671875,
94340575,-76.12691497802734375,
94440565,-76.06166839599609375,
94540555,-75.76914215087890625,
94640545,-78.11014556884765625,
